Token,Weight
CO),0.17300000000000013
O),0.1590000000000001
C(=O)NO),0.1570000000000001
c4,0.11600000000000009
CC2)CC1,0.11400000000000009
C,0.11300000000000009
O,0.11200000000000009
c2),0.10400000000000008
cn1,0.10200000000000008
C1,0.09400000000000007
Cc1n,0.09300000000000007
c4cc(,0.09000000000000007
Cc1cc(,0.08500000000000006
C3),0.08000000000000006
cc3,0.08000000000000006
cc(,0.07700000000000005
CC,0.07600000000000005
F),0.07500000000000005
C[C@@H]1,0.07300000000000005
[nH],0.07300000000000005
c2cc,0.07200000000000005
C(=O)N,0.07200000000000005
Cc1ccc(,0.07100000000000005
c3),0.06400000000000004
C2CCN(C(=O),0.06300000000000004
C[C@H](,0.06200000000000005
C2),0.06200000000000005
CN(C(=O),0.058000000000000045
c2cc1,0.05500000000000004
s1,0.05500000000000004
c(C(=O)N,0.05500000000000004
C),0.05200000000000004
O=C(,0.05200000000000004
C[C@H]1,0.05100000000000004
C1),0.05100000000000004
c3c2),0.05000000000000004
-,0.048000000000000036
[C@@H](,0.046000000000000034
O=C(N,0.04500000000000003
F,0.04400000000000003
c2cc(,0.04300000000000003
C(=O)N3,0.04200000000000003
C(=O)O,0.04100000000000003
c1ccc2c(c1),0.04100000000000003
2,0.03900000000000003
CCN(,0.03900000000000003
Cc1cc2,0.03800000000000003
[C@H]2,0.03800000000000003
C2,0.03800000000000003
3),0.03800000000000003
CO,0.03800000000000003
C[C@H]2,0.037000000000000026
Cc1cc,0.037000000000000026
C3,0.037000000000000026
c3ccc(,0.037000000000000026
CCCC,0.037000000000000026
CCN(C(=O),0.035000000000000024
C2=O,0.035000000000000024
c1),0.035000000000000024
c3n[nH],0.03300000000000002
CN1,0.03300000000000002
o1,0.03300000000000002
c3cc(C(=O)N,0.03200000000000002
c2ccc(,0.03200000000000002
cc2),0.03200000000000002
N1,0.03100000000000002
o,0.03100000000000002
c3s,0.03100000000000002
c1,0.03100000000000002
n1,0.03100000000000002
F)cc(F),0.03100000000000002
c3,0.03100000000000002
C(=O),0.03100000000000002
c1cc2c(,0.03100000000000002
c2,0.03000000000000002
C[C@H](O),0.03000000000000002
c3cc(,0.03000000000000002
cc(-,0.02900000000000002
CCC,0.02900000000000002
2),0.02900000000000002
c1cc(,0.028000000000000018
c3ccc4ccccc4,0.028000000000000018
c2cc3,0.028000000000000018
cc,0.027000000000000017
N,0.027000000000000017
C[C@H]3,0.027000000000000017
(F)F),0.027000000000000017
CN(,0.027000000000000017
c2cccc(,0.027000000000000017
Cl)cc(Cl),0.026000000000000016
Cc1cn,0.026000000000000016
CC1(,0.026000000000000016
[C@H](C),0.026000000000000016
-c2cn,0.026000000000000016
C(=O)N2,0.025000000000000015
nc1,0.025000000000000015
C(=O)N1CCN(,0.024000000000000014
C(=O)N2CC,0.024000000000000014
CC1,0.024000000000000014
3,0.024000000000000014
(F),0.023000000000000013
=N,0.023000000000000013
[C@@H]1,0.023000000000000013
O)c(,0.023000000000000013
ncc1,0.023000000000000013
[C@@H]2,0.023000000000000013
Cl)cc1,0.023000000000000013
Cn1,0.022000000000000013
C(=O)N1,0.02100000000000001
Cl),0.02100000000000001
c1cc2,0.02100000000000001
c1cc,0.02100000000000001
-c2cc,0.02100000000000001
COC(=O),0.02100000000000001
s,0.02100000000000001
ccc2,0.02100000000000001
CC2,0.02100000000000001
c3cc,0.02000000000000001
N2,0.02000000000000001
Cn1cc(,0.02000000000000001
(,0.01900000000000001
c1cc2c(cc1,0.01900000000000001
n1),0.01900000000000001
c2c1,0.01900000000000001
c3cn,0.01900000000000001
cc(C(=O)N,0.01900000000000001
CC(,0.01900000000000001
C[C@@H](NC(=O),0.01900000000000001
c3cccc4,0.01900000000000001
ccc(-,0.01900000000000001
C1=,0.01900000000000001
c2ccc3c(,0.01800000000000001
c(NC(=O),0.01800000000000001
C(=O)N1CCC(,0.01800000000000001
c2n,0.01800000000000001
=,0.01800000000000001
=O,0.01800000000000001
c2ccc3c(c2),0.01800000000000001
[C@@H]3,0.017000000000000008
CCC2,0.017000000000000008
n2),0.017000000000000008
[C@H]3,0.017000000000000008
cc(NC(=O),0.016000000000000007
ncc3,0.016000000000000007
c1cccc(,0.016000000000000007
)cc3,0.016000000000000007
n3,0.016000000000000007
CCC3),0.016000000000000007
ccc(,0.016000000000000007
[C@@H](C),0.016000000000000007
n2c1,0.016000000000000007
nn2),0.015000000000000006
c[nH],0.015000000000000006
c3cc4ccccc4,0.015000000000000006
c1cccc2c1,0.015000000000000006
c(,0.015000000000000006
NC(=O),0.015000000000000006
nc2cc1,0.015000000000000006
CCO),0.015000000000000006
ccc3,0.015000000000000006
C(F)(F)F)cc,0.014000000000000005
cc1,0.014000000000000005
CC3,0.014000000000000005
cc3),0.014000000000000005
C=,0.014000000000000005
n4,0.014000000000000005
C2=,0.014000000000000005
CO2,0.014000000000000005
1,0.014000000000000005
C=C1,0.014000000000000005
cc2c1,0.014000000000000005
[C@H](CO),0.013000000000000005
F)cc3,0.013000000000000005
c3ccccc3,0.013000000000000005
C[C@@H](,0.013000000000000005
c1cn,0.013000000000000005
OC(=O),0.013000000000000005
CCN1,0.013000000000000005
N1CC,0.013000000000000005
c1cccc2,0.013000000000000005
c3cc4,0.013000000000000005
c3cccc(,0.013000000000000005
nn,0.013000000000000005
c2cn,0.013000000000000005
cn,0.012000000000000004
n2,0.012000000000000004
F)c(,0.012000000000000004
)cc,0.012000000000000004
c2cc(-,0.012000000000000004
Cc1ccccc1,0.012000000000000004
nc3,0.012000000000000004
C[C@H]4,0.012000000000000004
C#N)cc,0.012000000000000004
C#N),0.012000000000000004
CCO,0.012000000000000004
n(C),0.012000000000000004
Cc1c(,0.012000000000000004
c1cc2cccc,0.012000000000000004
nc(,0.012000000000000004
C(=O)OC,0.012000000000000004
=C(,0.012000000000000004
[nH]3),0.011000000000000003
cccc3,0.011000000000000003
c2ccccc2c1,0.011000000000000003
cc2,0.011000000000000003
(=O)o,0.011000000000000003
nc(O),0.011000000000000003
CNC(=O),0.011000000000000003
Br)cc1,0.011000000000000003
CC(C),0.011000000000000003
c1ccccc1-,0.011000000000000003
Cl,0.011000000000000003
N1CCC(,0.011000000000000003
CC3),0.011000000000000003
CC(=O),0.011000000000000003
N2C(=O),0.011000000000000003
CN,0.010000000000000002
[C@H]1,0.010000000000000002
c1ccc(,0.010000000000000002
ccc1,0.010000000000000002
cn2,0.010000000000000002
c2ccccc2,0.010000000000000002
N),0.010000000000000002
N1CCN(C(=O),0.010000000000000002
[nH]c2c1,0.010000000000000002
C1)C2,0.010000000000000002
F)cc(,0.010000000000000002
c1cc2cc(,0.010000000000000002
